tile_name,row_start,col_start,left,bottom,right,top,image_path
candidate_0109_r8398_c1543,8398,1543,515390.0,3510910.0,520510.0,3516030.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0109_r8398_c1543.png
candidate_0110_r3820_c5213,3820,5213,552090.0,3556690.0,557210.0,3561810.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0110_r3820_c5213.png
candidate_0111_r10359_c1137,10359,1137,511330.0,3491300.0,516450.0,3496420.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0111_r10359_c1137.png
candidate_0112_r7817_c606,7817,606,506020.0,3516720.0,511140.0,3521840.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0112_r7817_c606.png
candidate_0113_r7083_c45,7083,45,500410.0,3524060.0,505530.0,3529180.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0113_r7083_c45.png
candidate_0114_r10149_c1023,10149,1023,510190.0,3493400.0,515310.0,3498520.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0114_r10149_c1023.png
candidate_0115_r6662_c2785,6662,2785,527810.0,3528270.0,532930.0,3533390.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0115_r6662_c2785.png
candidate_0116_r6295_c2870,6295,2870,528660.0,3531940.0,533780.0,3537060.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0116_r6295_c2870.png
candidate_0117_r6500_c3014,6500,3014,530100.0,3529890.0,535220.0,3535010.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0117_r6500_c3014.png
candidate_0118_r3231_c5265,3231,5265,552610.0,3562580.0,557730.0,3567700.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0118_r3231_c5265.png
candidate_0119_r7039_c5290,7039,5290,552860.0,3524500.0,557980.0,3529620.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0119_r7039_c5290.png
candidate_0120_r7856_c323,7856,323,503190.0,3516330.0,508310.0,3521450.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0120_r7856_c323.png
candidate_0121_r4267_c284,4267,284,502800.0,3552220.0,507920.0,3557340.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0121_r4267_c284.png
candidate_0122_r7376_c3623,7376,3623,536190.0,3521130.0,541310.0,3526250.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0122_r7376_c3623.png
candidate_0123_r7214_c3457,7214,3457,534530.0,3522750.0,539650.0,3527870.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0123_r7214_c3457.png
candidate_0124_r10039_c5535,10039,5535,555310.0,3494500.0,560430.0,3499620.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0124_r10039_c5535.png
candidate_0125_r3505_c5167,3505,5167,551630.0,3559840.0,556750.0,3564960.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0125_r3505_c5167.png
candidate_0126_r6165_c1894,6165,1894,518900.0,3533240.0,524020.0,3538360.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0126_r6165_c1894.png
candidate_0127_r6146_c5,6146,5,500010.0,3533430.0,505130.0,3538550.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0127_r6146_c5.png
candidate_0128_r6764_c4522,6764,4522,545180.0,3527250.0,550300.0,3532370.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0128_r6764_c4522.png
candidate_0129_r10212_c1615,10212,1615,516110.0,3492770.0,521230.0,3497890.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0129_r10212_c1615.png
candidate_0130_r9887_c5237,9887,5237,552330.0,3496020.0,557450.0,3501140.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0130_r9887_c5237.png
candidate_0131_r9336_c2879,9336,2879,528750.0,3501530.0,533870.0,3506650.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0131_r9336_c2879.png
candidate_0132_r8429_c227,8429,227,502230.0,3510600.0,507350.0,3515720.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0132_r8429_c227.png
candidate_0133_r8078_c3766,8078,3766,537620.0,3514110.0,542740.0,3519230.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0133_r8078_c3766.png
candidate_0134_r7682_c481,7682,481,504770.0,3518070.0,509890.0,3523190.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0134_r7682_c481.png
candidate_0135_r3758_c193,3758,193,501890.0,3557310.0,507010.0,3562430.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0135_r3758_c193.png
candidate_0136_r5331_c126,5331,126,501220.0,3541580.0,506340.0,3546700.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0136_r5331_c126.png
candidate_0137_r8263_c818,8263,818,508140.0,3512260.0,513260.0,3517380.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0137_r8263_c818.png
candidate_0138_r5252_c1608,5252,1608,516040.0,3542370.0,521160.0,3547490.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0138_r5252_c1608.png
candidate_0139_r7566_c5338,7566,5338,553340.0,3519230.0,558460.0,3524350.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0139_r7566_c5338.png
candidate_0140_r7655_c5445,7655,5445,554410.0,3518340.0,559530.0,3523460.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0140_r7655_c5445.png
candidate_0141_r4760_c1463,4760,1463,514590.0,3547290.0,519710.0,3552410.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0141_r4760_c1463.png
candidate_0142_r4456_c335,4456,335,503310.0,3550330.0,508430.0,3555450.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0142_r4456_c335.png
candidate_0143_r4327_c144,4327,144,501400.0,3551620.0,506520.0,3556740.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0143_r4327_c144.png
candidate_0144_r9462_c2982,9462,2982,529780.0,3500270.0,534900.0,3505390.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0144_r9462_c2982.png
candidate_0145_r7716_c443,7716,443,504390.0,3517730.0,509510.0,3522850.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0145_r7716_c443.png
candidate_0146_r7645_c5260,7645,5260,552560.0,3518440.0,557680.0,3523560.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0146_r7645_c5260.png
candidate_0147_r7759_c408,7759,408,504040.0,3517300.0,509160.0,3522420.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0147_r7759_c408.png
candidate_0148_r9890_c1133,9890,1133,511290.0,3495990.0,516410.0,3501110.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0148_r9890_c1133.png
candidate_0149_r8631_c343,8631,343,503390.0,3508580.0,508510.0,3513700.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0149_r8631_c343.png
candidate_0150_r3423_c939,3423,939,509350.0,3560660.0,514470.0,3565780.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0150_r3423_c939.png
candidate_0151_r470_c5279,470,5279,552750.0,3590190.0,557870.0,3595310.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0151_r470_c5279.png
candidate_0152_r10167_c4112,10167,4112,541080.0,3493220.0,546200.0,3498340.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0152_r10167_c4112.png
candidate_0153_r7751_c5261,7751,5261,552570.0,3517380.0,557690.0,3522500.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0153_r7751_c5261.png
candidate_0154_r9841_c1206,9841,1206,512020.0,3496480.0,517140.0,3501600.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0154_r9841_c1206.png
candidate_0155_r4930_c1636,4930,1636,516320.0,3545590.0,521440.0,3550710.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0155_r4930_c1636.png
candidate_0156_r6411_c703,6411,703,506990.0,3530780.0,512110.0,3535900.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0156_r6411_c703.png
candidate_0157_r5110_c1428,5110,1428,514240.0,3543790.0,519360.0,3548910.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0157_r5110_c1428.png
candidate_0158_r312_c5315,312,5315,553110.0,3591770.0,558230.0,3596890.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0158_r312_c5315.png
candidate_0159_r9412_c50,9412,50,500460.0,3500770.0,505580.0,3505890.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0159_r9412_c50.png
candidate_0160_r7979_c3687,7979,3687,536830.0,3515100.0,541950.0,3520220.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0160_r7979_c3687.png
candidate_0161_r8821_c341,8821,341,503370.0,3506680.0,508490.0,3511800.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0161_r8821_c341.png
candidate_0162_r3214_c1451,3214,1451,514470.0,3562750.0,519590.0,3567870.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0162_r3214_c1451.png
candidate_0163_r6840_c723,6840,723,507190.0,3526490.0,512310.0,3531610.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0163_r6840_c723.png
candidate_0164_r293_c5242,293,5242,552380.0,3591960.0,557500.0,3597080.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0164_r293_c5242.png
candidate_0165_r3662_c5460,3662,5460,554560.0,3558270.0,559680.0,3563390.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0165_r3662_c5460.png
candidate_0166_r10225_c5524,10225,5524,555200.0,3492640.0,560320.0,3497760.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0166_r10225_c5524.png
candidate_0167_r5218_c1679,5218,1679,516750.0,3542710.0,521870.0,3547830.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0167_r5218_c1679.png
candidate_0168_r3873_c5442,3873,5442,554380.0,3556160.0,559500.0,3561280.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0168_r3873_c5442.png
candidate_0169_r8194_c1497,8194,1497,514930.0,3512950.0,520050.0,3518070.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0169_r8194_c1497.png
candidate_0170_r9890_c1107,9890,1107,511030.0,3495990.0,516150.0,3501110.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0170_r9890_c1107.png
candidate_0171_r8847_c558,8847,558,505540.0,3506420.0,510660.0,3511540.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0171_r8847_c558.png
candidate_0172_r2660_c1013,2660,1013,510090.0,3568290.0,515210.0,3573410.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0172_r2660_c1013.png
candidate_0173_r9817_c3078,9817,3078,530740.0,3496720.0,535860.0,3501840.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0173_r9817_c3078.png
candidate_0174_r10390_c262,10390,262,502580.0,3490990.0,507700.0,3496110.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0174_r10390_c262.png
candidate_0175_r4988_c431,4988,431,504270.0,3545010.0,509390.0,3550130.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0175_r4988_c431.png
candidate_0176_r3949_c165,3949,165,501610.0,3555400.0,506730.0,3560520.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0176_r3949_c165.png
candidate_0177_r3986_c272,3986,272,502680.0,3555030.0,507800.0,3560150.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0177_r3986_c272.png
candidate_0178_r3693_c40,3693,40,500360.0,3557960.0,505480.0,3563080.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0178_r3693_c40.png
candidate_0179_r5135_c330,5135,330,503260.0,3543540.0,508380.0,3548660.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0179_r5135_c330.png
candidate_0180_r3616_c3587,3616,3587,535830.0,3558730.0,540950.0,3563850.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0180_r3616_c3587.png
candidate_0181_r10399_c863,10399,863,508590.0,3490900.0,513710.0,3496020.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0181_r10399_c863.png
candidate_0182_r7317_c5455,7317,5455,554510.0,3521720.0,559630.0,3526840.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0182_r7317_c5455.png
candidate_0183_r2184_c4130,2184,4130,541260.0,3573050.0,546380.0,3578170.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0183_r2184_c4130.png
candidate_0184_r6963_c2987,6963,2987,529830.0,3525260.0,534950.0,3530380.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0184_r6963_c2987.png
candidate_0185_r8660_c1460,8660,1460,514560.0,3508290.0,519680.0,3513410.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0185_r8660_c1460.png
candidate_0186_r4231_c127,4231,127,501230.0,3552580.0,506350.0,3557700.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0186_r4231_c127.png
candidate_0187_r9409_c28,9409,28,500240.0,3500800.0,505360.0,3505920.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0187_r9409_c28.png
candidate_0188_r10362_c974,10362,974,509700.0,3491270.0,514820.0,3496390.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0188_r10362_c974.png
candidate_0189_r10364_c344,10364,344,503400.0,3491250.0,508520.0,3496370.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0189_r10364_c344.png
candidate_0190_r100_c5156,100,5156,551520.0,3593890.0,556640.0,3599010.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0190_r100_c5156.png
candidate_0191_r6373_c641,6373,641,506370.0,3531160.0,511490.0,3536280.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0191_r6373_c641.png
candidate_0192_r4381_c418,4381,418,504140.0,3551080.0,509260.0,3556200.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0192_r4381_c418.png
candidate_0193_r4649_c296,4649,296,502920.0,3548400.0,508040.0,3553520.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0193_r4649_c296.png
candidate_0194_r6382_c566,6382,566,505620.0,3531070.0,510740.0,3536190.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0194_r6382_c566.png
candidate_0195_r6149_c672,6149,672,506680.0,3533400.0,511800.0,3538520.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0195_r6149_c672.png
candidate_0196_r8740_c1296,8740,1296,512920.0,3507490.0,518040.0,3512610.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0196_r8740_c1296.png
candidate_0197_r4285_c253,4285,253,502490.0,3552040.0,507610.0,3557160.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0197_r4285_c253.png
candidate_0198_r6207_c603,6207,603,505990.0,3532820.0,511110.0,3537940.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0198_r6207_c603.png
candidate_0199_r6321_c628,6321,628,506240.0,3531680.0,511360.0,3536800.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0199_r6321_c628.png
candidate_0200_r10366_c1765,10366,1765,517610.0,3491230.0,522730.0,3496350.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0200_r10366_c1765.png
candidate_0201_r7792_c4379,7792,4379,543750.0,3516970.0,548870.0,3522090.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0201_r7792_c4379.png
candidate_0202_r10390_c1919,10390,1919,519150.0,3490990.0,524270.0,3496110.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0202_r10390_c1919.png
candidate_0203_r9787_c5295,9787,5295,552910.0,3497020.0,558030.0,3502140.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0203_r9787_c5295.png
candidate_0204_r5207_c635,5207,635,506310.0,3542820.0,511430.0,3547940.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0204_r5207_c635.png
candidate_0205_r9542_c52,9542,52,500480.0,3499470.0,505600.0,3504590.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0205_r9542_c52.png
candidate_0206_r9441_c497,9441,497,504930.0,3500480.0,510050.0,3505600.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0206_r9441_c497.png
candidate_0207_r6230_c1811,6230,1811,518070.0,3532590.0,523190.0,3537710.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0207_r6230_c1811.png
candidate_0208_r3524_c8,3524,8,500040.0,3559650.0,505160.0,3564770.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0208_r3524_c8.png
candidate_0209_r8450_c1296,8450,1296,512920.0,3510390.0,518040.0,3515510.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0209_r8450_c1296.png
candidate_0210_r7305_c45,7305,45,500410.0,3521840.0,505530.0,3526960.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0210_r7305_c45.png
candidate_0211_r389_c5311,389,5311,553070.0,3591000.0,558190.0,3596120.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0211_r389_c5311.png
candidate_0212_r10373_c843,10373,843,508390.0,3491160.0,513510.0,3496280.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0212_r10373_c843.png
candidate_0213_r5916_c1615,5916,1615,516110.0,3535730.0,521230.0,3540850.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0213_r5916_c1615.png
candidate_0214_r10270_c998,10270,998,509940.0,3492190.0,515060.0,3497310.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0214_r10270_c998.png
candidate_0215_r7051_c1533,7051,1533,515290.0,3524380.0,520410.0,3529500.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0215_r7051_c1533.png
candidate_0216_r5227_c1976,5227,1976,519720.0,3542620.0,524840.0,3547740.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0216_r5227_c1976.png
candidate_0217_r9988_c1102,9988,1102,510980.0,3495010.0,516100.0,3500130.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0217_r9988_c1102.png
