tile_name,row_start,col_start,image_path,n_predictions_conf_005,n_predictions_conf_010,n_predictions_conf_025,n_predictions_conf_050,max_confidence
candidate_0102_r2040_c4099,2040,4099,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0102_r2040_c4099.png,5,0,0,0,0.09276231378316879
candidate_0031_r5332_c570,5332,570,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0031_r5332_c570.png,3,0,0,0,0.09234493225812912
candidate_0087_r6044_c3755,6044,3755,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0087_r6044_c3755.png,3,0,0,0,0.09119609743356705
candidate_0314_r3374_c5252,3374,5252,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0314_r3374_c5252.png,2,0,0,0,0.09086822718381882
candidate_0033_r10190_c1404,10190,1404,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0033_r10190_c1404.png,1,0,0,0,0.0908016785979271
candidate_0183_r2184_c4130,2184,4130,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0183_r2184_c4130.png,2,0,0,0,0.09069842845201492
candidate_0132_r8429_c227,8429,227,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0132_r8429_c227.png,1,0,0,0,0.08937408030033112
candidate_0338_r4543_c1517,4543,1517,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0338_r4543_c1517.png,1,0,0,0,0.08878737688064575
candidate_0327_r6622_c3020,6622,3020,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0327_r6622_c3020.png,3,0,0,0,0.08857958763837814
candidate_0241_r10151_c3978,10151,3978,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0241_r10151_c3978.png,4,0,0,0,0.08783005177974701
candidate_0099_r3815_c375,3815,375,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0099_r3815_c375.png,3,0,0,0,0.08779188990592957
candidate_0144_r9462_c2982,9462,2982,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0144_r9462_c2982.png,2,0,0,0,0.08773645758628845
candidate_0347_r10172_c5531,10172,5531,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0347_r10172_c5531.png,2,0,0,0,0.08686850965023041
candidate_0284_r9857_c1065,9857,1065,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0284_r9857_c1065.png,2,0,0,0,0.08645331114530563
candidate_0182_r7317_c5455,7317,5455,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0182_r7317_c5455.png,1,0,0,0,0.0845445841550827
candidate_0354_r6240_c1521,6240,1521,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0354_r6240_c1521.png,2,0,0,0,0.08373714983463287
candidate_0355_r8618_c316,8618,316,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0355_r8618_c316.png,1,0,0,0,0.08356203138828278
candidate_0015_r4541_c1295,4541,1295,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0015_r4541_c1295.png,2,0,0,0,0.0832744687795639
candidate_0074_r7988_c3699,7988,3699,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0074_r7988_c3699.png,2,0,0,0,0.08292572945356369
candidate_0056_r4013_c199,4013,199,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0056_r4013_c199.png,2,0,0,0,0.08203887939453125
candidate_0160_r7979_c3687,7979,3687,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0160_r7979_c3687.png,7,0,0,0,0.081952303647995
candidate_0308_r4734_c1321,4734,1321,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0308_r4734_c1321.png,5,0,0,0,0.08180293440818787
candidate_0027_r10063_c1547,10063,1547,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0027_r10063_c1547.png,2,0,0,0,0.0815100446343422
candidate_0265_r7519_c3556,7519,3556,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0265_r7519_c3556.png,1,0,0,0,0.08128378540277481
candidate_0202_r10390_c1919,10390,1919,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0202_r10390_c1919.png,11,0,0,0,0.0809677466750145
candidate_0053_r8548_c327,8548,327,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0053_r8548_c327.png,1,0,0,0,0.0806281641125679
candidate_0149_r8631_c343,8631,343,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0149_r8631_c343.png,1,0,0,0,0.07964272052049637
candidate_0005_r8602_c610,8602,610,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0005_r8602_c610.png,1,0,0,0,0.07948944717645645
candidate_0010_r6646_c3046,6646,3046,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0010_r6646_c3046.png,1,0,0,0,0.07861536741256714
candidate_0038_r9451_c153,9451,153,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0038_r9451_c153.png,1,0,0,0,0.07813996821641922
candidate_0333_r4752_c72,4752,72,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0333_r4752_c72.png,2,0,0,0,0.0780126303434372
candidate_0298_r250_c5171,250,5171,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0298_r250_c5171.png,2,0,0,0,0.0775352492928505
candidate_0318_r7552_c5241,7552,5241,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0318_r7552_c5241.png,2,0,0,0,0.07741722464561462
candidate_0228_r7825_c795,7825,795,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0228_r7825_c795.png,1,0,0,0,0.07641922682523727
candidate_0113_r7083_c45,7083,45,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0113_r7083_c45.png,1,0,0,0,0.07581934332847595
candidate_0350_r2148_c4250,2148,4250,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0350_r2148_c4250.png,2,0,0,0,0.0756588876247406
candidate_0059_r9835_c985,9835,985,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0059_r9835_c985.png,3,0,0,0,0.075645312666893
candidate_0111_r10359_c1137,10359,1137,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0111_r10359_c1137.png,2,0,0,0,0.0755595862865448
candidate_0368_r10178_c673,10178,673,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0368_r10178_c673.png,1,0,0,0,0.07499215751886368
candidate_0089_r9037_c2246,9037,2246,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0089_r9037_c2246.png,1,0,0,0,0.07483825832605362
candidate_0200_r10366_c1765,10366,1765,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0200_r10366_c1765.png,5,0,0,0,0.07455284893512726
candidate_0322_r4483_c1430,4483,1430,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0322_r4483_c1430.png,1,0,0,0,0.07382109016180038
candidate_0357_r7195_c3467,7195,3467,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0357_r7195_c3467.png,4,0,0,0,0.07368380576372147
candidate_0135_r3758_c193,3758,193,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0135_r3758_c193.png,1,0,0,0,0.0728641226887703
candidate_0067_r7138_c3574,7138,3574,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0067_r7138_c3574.png,1,0,0,0,0.07215867191553116
candidate_0290_r10038_c5465,10038,5465,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0290_r10038_c5465.png,2,0,0,0,0.07215119898319244
candidate_0206_r9441_c497,9441,497,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0206_r9441_c497.png,3,0,0,0,0.07192119210958481
candidate_0173_r9817_c3078,9817,3078,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0173_r9817_c3078.png,4,0,0,0,0.07107143104076385
candidate_0062_r6162_c752,6162,752,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0062_r6162_c752.png,3,0,0,0,0.07090692967176437
candidate_0372_r9699_c108,9699,108,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0372_r9699_c108.png,3,0,0,0,0.07069595158100128
candidate_0081_r3793_c11,3793,11,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0081_r3793_c11.png,3,0,0,0,0.07061243057250977
candidate_0222_r7216_c3458,7216,3458,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0222_r7216_c3458.png,7,0,0,0,0.06972483545541763
candidate_0255_r8480_c295,8480,295,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0255_r8480_c295.png,2,0,0,0,0.06943222880363464
candidate_0146_r7645_c5260,7645,5260,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0146_r7645_c5260.png,1,0,0,0,0.06912265717983246
candidate_0369_r8512_c196,8512,196,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0369_r8512_c196.png,1,0,0,0,0.06864770501852036
candidate_0376_r7938_c731,7938,731,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0376_r7938_c731.png,1,0,0,0,0.0683029517531395
candidate_0392_r10058_c888,10058,888,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0392_r10058_c888.png,1,0,0,0,0.067540742456913
candidate_0233_r7776_c5199,7776,5199,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0233_r7776_c5199.png,1,0,0,0,0.06732050329446793
candidate_0016_r5225_c260,5225,260,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0016_r5225_c260.png,1,0,0,0,0.06627409905195236
candidate_0107_r7379_c3883,7379,3883,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0107_r7379_c3883.png,1,0,0,0,0.06597722321748734
candidate_0159_r9412_c50,9412,50,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0159_r9412_c50.png,5,0,0,0,0.0659407451748848
candidate_0007_r6944_c4524,6944,4524,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0007_r6944_c4524.png,2,0,0,0,0.0657932460308075
candidate_0047_r3997_c512,3997,512,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0047_r3997_c512.png,2,0,0,0,0.06565675139427185
candidate_0142_r4456_c335,4456,335,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0142_r4456_c335.png,2,0,0,0,0.06562016904354095
candidate_0254_r10318_c418,10318,418,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0254_r10318_c418.png,1,0,0,0,0.06542520970106125
candidate_0141_r4760_c1463,4760,1463,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0141_r4760_c1463.png,1,0,0,0,0.06527960300445557
candidate_0092_r4733_c57,4733,57,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0092_r4733_c57.png,2,0,0,0,0.06474492698907852
candidate_0312_r8514_c905,8514,905,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0312_r8514_c905.png,1,0,0,0,0.064690001308918
candidate_0218_r10015_c5203,10015,5203,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0218_r10015_c5203.png,1,0,0,0,0.0643182173371315
candidate_0187_r9409_c28,9409,28,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0187_r9409_c28.png,2,0,0,0,0.06417791545391083
candidate_0061_r4771_c242,4771,242,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0061_r4771_c242.png,1,0,0,0,0.06411845982074738
candidate_0335_r6843_c4602,6843,4602,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0335_r6843_c4602.png,1,0,0,0,0.06285307556390762
candidate_0123_r7214_c3457,7214,3457,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0123_r7214_c3457.png,3,0,0,0,0.06280924379825592
candidate_0145_r7716_c443,7716,443,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0145_r7716_c443.png,1,0,0,0,0.06279762089252472
candidate_0213_r5916_c1615,5916,1615,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0213_r5916_c1615.png,1,0,0,0,0.062069687992334366
candidate_0131_r9336_c2879,9336,2879,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0131_r9336_c2879.png,1,0,0,0,0.06201507896184921
candidate_0013_r10147_c1275,10147,1275,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0013_r10147_c1275.png,2,0,0,0,0.061826735734939575
candidate_0341_r3766_c540,3766,540,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0341_r3766_c540.png,1,0,0,0,0.06126275286078453
candidate_0037_r5104_c1811,5104,1811,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0037_r5104_c1811.png,1,0,0,0,0.06126096472144127
candidate_0234_r5074_c510,5074,510,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0234_r5074_c510.png,1,0,0,0,0.06102781370282173
candidate_0278_r5226_c1600,5226,1600,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0278_r5226_c1600.png,2,0,0,0,0.060595761984586716
candidate_0122_r7376_c3623,7376,3623,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0122_r7376_c3623.png,2,0,0,0,0.060571569949388504
candidate_0012_r9781_c145,9781,145,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0012_r9781_c145.png,1,0,0,0,0.06034526601433754
candidate_0394_r4994_c1772,4994,1772,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0394_r4994_c1772.png,1,0,0,0,0.059534281492233276
candidate_0361_r4850_c1480,4850,1480,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0361_r4850_c1480.png,1,0,0,0,0.05940764769911766
candidate_0390_r3981_c440,3981,440,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0390_r3981_c440.png,2,0,0,0,0.059162870049476624
candidate_0396_r8714_c477,8714,477,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0396_r8714_c477.png,1,0,0,0,0.05900217220187187
candidate_0321_r6191_c1443,6191,1443,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0321_r6191_c1443.png,1,0,0,0,0.05870761349797249
candidate_0343_r6748_c4601,6748,4601,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0343_r6748_c4601.png,1,0,0,0,0.058564744889736176
candidate_0283_r268_c5448,268,5448,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0283_r268_c5448.png,1,0,0,0,0.05819959193468094
candidate_0304_r8648_c1704,8648,1704,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0304_r8648_c1704.png,3,0,0,0,0.05816677212715149
candidate_0280_r8822_c319,8822,319,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0280_r8822_c319.png,2,0,0,0,0.057996947318315506
candidate_0078_r8937_c1436,8937,1436,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0078_r8937_c1436.png,1,0,0,0,0.0578501895070076
candidate_0138_r5252_c1608,5252,1608,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0138_r5252_c1608.png,1,0,0,0,0.05736929923295975
candidate_0017_r10041_c1102,10041,1102,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0017_r10041_c1102.png,1,0,0,0,0.05718471482396126
candidate_0296_r6215_c1733,6215,1733,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0296_r6215_c1733.png,1,0,0,0,0.05688809975981712
candidate_0251_r7186_c3400,7186,3400,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0251_r7186_c3400.png,1,0,0,0,0.05656856670975685
candidate_0152_r10167_c4112,10167,4112,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0152_r10167_c4112.png,1,0,0,0,0.05626464635133743
candidate_0373_r5132_c503,5132,503,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0373_r5132_c503.png,2,0,0,0,0.05619509518146515
candidate_0083_r2198_c4201,2198,4201,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0083_r2198_c4201.png,1,0,0,0,0.05617973580956459
candidate_0243_r5061_c259,5061,259,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0243_r5061_c259.png,2,0,0,0,0.056080859154462814
candidate_0351_r459_c5333,459,5333,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0351_r459_c5333.png,1,0,0,0,0.055644914507865906
candidate_0305_r7369_c3813,7369,3813,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0305_r7369_c3813.png,1,0,0,0,0.055430568754673004
candidate_0313_r8093_c734,8093,734,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0313_r8093_c734.png,1,0,0,0,0.05509309843182564
candidate_0175_r4988_c431,4988,431,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0175_r4988_c431.png,2,0,0,0,0.05505937337875366
candidate_0275_r9441_c2929,9441,2929,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0275_r9441_c2929.png,1,0,0,0,0.05495011433959007
candidate_0352_r7262_c3612,7262,3612,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0352_r7262_c3612.png,1,0,0,0,0.05480058491230011
candidate_0244_r6917_c3468,6917,3468,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0244_r6917_c3468.png,1,0,0,0,0.0542050339281559
candidate_0386_r6413_c2834,6413,2834,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0386_r6413_c2834.png,1,0,0,0,0.053998641669750214
candidate_0100_r4069_c472,4069,472,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0100_r4069_c472.png,2,0,0,0,0.05358379706740379
candidate_0197_r4285_c253,4285,253,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0197_r4285_c253.png,1,0,0,0,0.053551383316516876
candidate_0019_r6044_c1608,6044,1608,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0019_r6044_c1608.png,1,0,0,0,0.05334625393152237
candidate_0236_r9833_c5217,9833,5217,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0236_r9833_c5217.png,2,0,0,0,0.05318833887577057
