tile_name,split,row_start,col_start,tell_count,polygon_ids,excluded_tell_count,left,bottom,right,top
train_0541_r3072_c5568,train,3072,5568,0,,0,555640.0,3566730.0,558200.0,3569290.0
train_0542_r3072_c5760,train,3072,5760,0,,0,557560.0,3566730.0,560120.0,3569290.0
train_0543_r3072_c5805,train,3072,5805,0,,0,558010.0,3566730.0,560570.0,3569290.0
train_0544_r3264_c0,train,3264,0,1,192,0,499960.0,3564810.0,502520.0,3567370.0
train_0545_r3264_c192,train,3264,192,0,,0,501880.0,3564810.0,504440.0,3567370.0
train_0546_r3264_c384,train,3264,384,0,,0,503800.0,3564810.0,506360.0,3567370.0
train_0547_r3264_c576,train,3264,576,0,,0,505720.0,3564810.0,508280.0,3567370.0
train_0548_r3264_c768,train,3264,768,0,,0,507640.0,3564810.0,510200.0,3567370.0
train_0549_r3264_c960,train,3264,960,0,,0,509560.0,3564810.0,512120.0,3567370.0
train_0550_r3264_c1152,train,3264,1152,0,,0,511480.0,3564810.0,514040.0,3567370.0
train_0551_r3264_c1344,train,3264,1344,1,208,0,513400.0,3564810.0,515960.0,3567370.0
train_0552_r3264_c1536,train,3264,1536,0,,0,515320.0,3564810.0,517880.0,3567370.0
train_0553_r3264_c1728,train,3264,1728,0,,0,517240.0,3564810.0,519800.0,3567370.0
train_0554_r3264_c1920,train,3264,1920,5,"214,217,218,219,951",0,519160.0,3564810.0,521720.0,3567370.0
train_0555_r3264_c2112,train,3264,2112,2,"219,951",0,521080.0,3564810.0,523640.0,3567370.0
train_0556_r3264_c2304,train,3264,2304,0,,0,523000.0,3564810.0,525560.0,3567370.0
train_0557_r3264_c2496,train,3264,2496,0,,0,524920.0,3564810.0,527480.0,3567370.0
train_0558_r3264_c2688,train,3264,2688,2,"575,594",0,526840.0,3564810.0,529400.0,3567370.0
train_0559_r3264_c2880,train,3264,2880,2,"558,575",0,528760.0,3564810.0,531320.0,3567370.0
train_0560_r3264_c3072,train,3264,3072,1,623,0,530680.0,3564810.0,533240.0,3567370.0
train_0561_r3264_c3264,train,3264,3264,4,"616,633,1023,1024",0,532600.0,3564810.0,535160.0,3567370.0
train_0562_r3264_c3456,train,3264,3456,4,"616,633,1023,1082",0,534520.0,3564810.0,537080.0,3567370.0
train_0563_r3264_c3648,train,3264,3648,1,1082,0,536440.0,3564810.0,539000.0,3567370.0
train_0564_r3264_c3840,train,3264,3840,0,,0,538360.0,3564810.0,540920.0,3567370.0
train_0565_r3264_c4032,train,3264,4032,1,607,0,540280.0,3564810.0,542840.0,3567370.0
train_0566_r3264_c4224,train,3264,4224,0,,0,542200.0,3564810.0,544760.0,3567370.0
train_0567_r3264_c4416,train,3264,4416,0,,0,544120.0,3564810.0,546680.0,3567370.0
train_0568_r3264_c4608,train,3264,4608,0,,0,546040.0,3564810.0,548600.0,3567370.0
train_0569_r3264_c4800,train,3264,4800,0,,0,547960.0,3564810.0,550520.0,3567370.0
train_0570_r3264_c4992,train,3264,4992,0,,0,549880.0,3564810.0,552440.0,3567370.0
train_0571_r3264_c5184,train,3264,5184,0,,0,551800.0,3564810.0,554360.0,3567370.0
train_0572_r3264_c5376,train,3264,5376,0,,0,553720.0,3564810.0,556280.0,3567370.0
train_0573_r3264_c5568,train,3264,5568,0,,0,555640.0,3564810.0,558200.0,3567370.0
train_0574_r3264_c5760,train,3264,5760,1,101,0,557560.0,3564810.0,560120.0,3567370.0
train_0575_r3264_c5805,train,3264,5805,2,"12,101",0,558010.0,3564810.0,560570.0,3567370.0
train_0576_r3456_c0,train,3456,0,0,,0,499960.0,3562890.0,502520.0,3565450.0
train_0577_r3456_c192,train,3456,192,0,,0,501880.0,3562890.0,504440.0,3565450.0
train_0578_r3456_c384,train,3456,384,1,887,0,503800.0,3562890.0,506360.0,3565450.0
train_0579_r3456_c576,train,3456,576,2,"886,887",0,505720.0,3562890.0,508280.0,3565450.0
train_0580_r3456_c768,train,3456,768,0,,0,507640.0,3562890.0,510200.0,3565450.0
train_0581_r3456_c960,train,3456,960,0,,0,509560.0,3562890.0,512120.0,3565450.0
train_0582_r3456_c1152,train,3456,1152,0,,0,511480.0,3562890.0,514040.0,3565450.0
train_0583_r3456_c1344,train,3456,1344,0,,0,513400.0,3562890.0,515960.0,3565450.0
train_0584_r3456_c1536,train,3456,1536,0,,0,515320.0,3562890.0,517880.0,3565450.0
train_0585_r3456_c1728,train,3456,1728,0,,0,517240.0,3562890.0,519800.0,3565450.0
train_0586_r3456_c1920,train,3456,1920,2,"194,951",0,519160.0,3562890.0,521720.0,3565450.0
train_0587_r3456_c2112,train,3456,2112,1,951,0,521080.0,3562890.0,523640.0,3565450.0
train_0588_r3456_c2304,train,3456,2304,1,618,0,523000.0,3562890.0,525560.0,3565450.0
train_0589_r3456_c2496,train,3456,2496,2,"561,618",0,524920.0,3562890.0,527480.0,3565450.0
train_0590_r3456_c2688,train,3456,2688,0,,0,526840.0,3562890.0,529400.0,3565450.0
train_0591_r3456_c2880,train,3456,2880,3,"563,624,635",0,528760.0,3562890.0,531320.0,3565450.0
train_0592_r3456_c3072,train,3456,3072,3,"564,623,635",0,530680.0,3562890.0,533240.0,3565450.0
train_0593_r3456_c3264,train,3456,3264,1,564,0,532600.0,3562890.0,535160.0,3565450.0
train_0594_r3456_c3456,train,3456,3456,1,598,0,534520.0,3562890.0,537080.0,3565450.0
train_0595_r3456_c3648,train,3456,3648,1,1080,0,536440.0,3562890.0,539000.0,3565450.0
train_0596_r3456_c3840,train,3456,3840,2,"1080,1081",0,538360.0,3562890.0,540920.0,3565450.0
train_0597_r3456_c4032,train,3456,4032,0,,0,540280.0,3562890.0,542840.0,3565450.0
train_0598_r3456_c4224,train,3456,4224,0,,0,542200.0,3562890.0,544760.0,3565450.0
train_0599_r3456_c4416,train,3456,4416,0,,0,544120.0,3562890.0,546680.0,3565450.0
train_0600_r3456_c4608,train,3456,4608,1,818,0,546040.0,3562890.0,548600.0,3565450.0
train_0601_r3456_c4800,train,3456,4800,2,"833,1140",0,547960.0,3562890.0,550520.0,3565450.0
train_0602_r3456_c4992,train,3456,4992,0,,0,549880.0,3562890.0,552440.0,3565450.0
train_0603_r3456_c5184,train,3456,5184,0,,0,551800.0,3562890.0,554360.0,3565450.0
train_0604_r3456_c5376,train,3456,5376,0,,0,553720.0,3562890.0,556280.0,3565450.0
train_0605_r3456_c5568,train,3456,5568,1,3,0,555640.0,3562890.0,558200.0,3565450.0
train_0606_r3456_c5760,train,3456,5760,2,"3,101",0,557560.0,3562890.0,560120.0,3565450.0
train_0607_r3456_c5805,train,3456,5805,1,101,0,558010.0,3562890.0,560570.0,3565450.0
train_0608_r3648_c0,train,3648,0,0,,0,499960.0,3560970.0,502520.0,3563530.0
train_0609_r3648_c192,train,3648,192,0,,0,501880.0,3560970.0,504440.0,3563530.0
train_0610_r3648_c384,train,3648,384,1,885,0,503800.0,3560970.0,506360.0,3563530.0
train_0611_r3648_c576,train,3648,576,2,"885,886",0,505720.0,3560970.0,508280.0,3563530.0
train_0612_r3648_c768,train,3648,768,0,,0,507640.0,3560970.0,510200.0,3563530.0
train_0613_r3648_c960,train,3648,960,0,,0,509560.0,3560970.0,512120.0,3563530.0
train_0614_r3648_c1152,train,3648,1152,0,,0,511480.0,3560970.0,514040.0,3563530.0
train_0615_r3648_c1344,train,3648,1344,1,884,0,513400.0,3560970.0,515960.0,3563530.0
train_0616_r3648_c1536,train,3648,1536,0,,0,515320.0,3560970.0,517880.0,3563530.0
train_0617_r3648_c1728,train,3648,1728,0,,0,517240.0,3560970.0,519800.0,3563530.0
train_0618_r3648_c1920,train,3648,1920,2,"194,950",0,519160.0,3560970.0,521720.0,3563530.0
train_0619_r3648_c2112,train,3648,2112,1,220,0,521080.0,3560970.0,523640.0,3563530.0
train_0620_r3648_c2304,train,3648,2304,2,"562,618",0,523000.0,3560970.0,525560.0,3563530.0
train_0621_r3648_c2496,train,3648,2496,2,"562,618",0,524920.0,3560970.0,527480.0,3563530.0
train_0622_r3648_c2688,train,3648,2688,0,,0,526840.0,3560970.0,529400.0,3563530.0
train_0623_r3648_c2880,train,3648,2880,0,,0,528760.0,3560970.0,531320.0,3563530.0
train_0624_r3648_c3072,train,3648,3072,0,,0,530680.0,3560970.0,533240.0,3563530.0
train_0625_r3648_c3264,train,3648,3264,2,"596,1022",0,532600.0,3560970.0,535160.0,3563530.0
train_0626_r3648_c3456,train,3648,3456,0,,0,534520.0,3560970.0,537080.0,3563530.0
train_0627_r3648_c3648,train,3648,3648,0,,0,536440.0,3560970.0,539000.0,3563530.0
train_0628_r3648_c3840,train,3648,3840,0,,0,538360.0,3560970.0,540920.0,3563530.0
train_0629_r3648_c4032,train,3648,4032,1,609,0,540280.0,3560970.0,542840.0,3563530.0
train_0630_r3648_c4224,train,3648,4224,0,,0,542200.0,3560970.0,544760.0,3563530.0
train_0631_r3648_c4416,train,3648,4416,0,,0,544120.0,3560970.0,546680.0,3563530.0
train_0632_r3648_c4608,train,3648,4608,3,"1,818,1140",0,546040.0,3560970.0,548600.0,3563530.0
train_0633_r3648_c4800,train,3648,4800,1,1140,0,547960.0,3560970.0,550520.0,3563530.0
train_0634_r3648_c4992,train,3648,4992,0,,0,549880.0,3560970.0,552440.0,3563530.0
train_0635_r3648_c5184,train,3648,5184,0,,0,551800.0,3560970.0,554360.0,3563530.0
train_0636_r3648_c5376,train,3648,5376,0,,0,553720.0,3560970.0,556280.0,3563530.0
train_0637_r3648_c5568,train,3648,5568,0,,0,555640.0,3560970.0,558200.0,3563530.0
train_0638_r3648_c5760,train,3648,5760,0,,0,557560.0,3560970.0,560120.0,3563530.0
train_0639_r3648_c5805,train,3648,5805,0,,0,558010.0,3560970.0,560570.0,3563530.0
train_0640_r3840_c0,train,3840,0,0,,0,499960.0,3559050.0,502520.0,3561610.0
train_0641_r3840_c192,train,3840,192,0,,0,501880.0,3559050.0,504440.0,3561610.0
train_0642_r3840_c384,train,3840,384,0,,0,503800.0,3559050.0,506360.0,3561610.0
train_0643_r3840_c576,train,3840,576,0,,0,505720.0,3559050.0,508280.0,3561610.0
train_0644_r3840_c768,train,3840,768,0,,0,507640.0,3559050.0,510200.0,3561610.0
train_0645_r3840_c960,train,3840,960,1,207,0,509560.0,3559050.0,512120.0,3561610.0
train_0646_r3840_c1152,train,3840,1152,1,207,0,511480.0,3559050.0,514040.0,3561610.0
train_0647_r3840_c1344,train,3840,1344,1,884,0,513400.0,3559050.0,515960.0,3561610.0
train_0648_r3840_c1536,train,3840,1536,3,"209,210,949",0,515320.0,3559050.0,517880.0,3561610.0
train_0649_r3840_c1728,train,3840,1728,1,949,0,517240.0,3559050.0,519800.0,3561610.0
train_0650_r3840_c1920,train,3840,1920,0,,0,519160.0,3559050.0,521720.0,3561610.0
train_0651_r3840_c2112,train,3840,2112,0,,0,521080.0,3559050.0,523640.0,3561610.0
train_0652_r3840_c2304,train,3840,2304,0,,0,523000.0,3559050.0,525560.0,3561610.0
train_0653_r3840_c2496,train,3840,2496,0,,0,524920.0,3559050.0,527480.0,3561610.0
train_0654_r3840_c2688,train,3840,2688,0,,0,526840.0,3559050.0,529400.0,3561610.0
train_0655_r3840_c2880,train,3840,2880,0,,0,528760.0,3559050.0,531320.0,3561610.0
train_0656_r3840_c3072,train,3840,3072,2,"566,611",0,530680.0,3559050.0,533240.0,3561610.0
train_0657_r3840_c3264,train,3840,3264,5,"565,610,611,1020,1021",0,532600.0,3559050.0,535160.0,3561610.0
train_0658_r3840_c3456,train,3840,3456,1,597,0,534520.0,3559050.0,537080.0,3561610.0
train_0659_r3840_c3648,train,3840,3648,0,,0,536440.0,3559050.0,539000.0,3561610.0
train_0660_r3840_c3840,train,3840,3840,0,,0,538360.0,3559050.0,540920.0,3561610.0
train_0661_r3840_c4032,train,3840,4032,0,,0,540280.0,3559050.0,542840.0,3561610.0
train_0662_r3840_c4224,train,3840,4224,1,608,0,542200.0,3559050.0,544760.0,3561610.0
train_0663_r3840_c4416,train,3840,4416,0,,0,544120.0,3559050.0,546680.0,3561610.0
train_0664_r3840_c4608,train,3840,4608,1,830,0,546040.0,3559050.0,548600.0,3561610.0
train_0665_r3840_c4800,train,3840,4800,4,"830,831,832,1139",0,547960.0,3559050.0,550520.0,3561610.0
train_0666_r3840_c4992,train,3840,4992,1,1139,0,549880.0,3559050.0,552440.0,3561610.0
train_0667_r3840_c5184,train,3840,5184,0,,0,551800.0,3559050.0,554360.0,3561610.0
train_0668_r3840_c5376,train,3840,5376,0,,0,553720.0,3559050.0,556280.0,3561610.0
train_0669_r3840_c5568,train,3840,5568,0,,0,555640.0,3559050.0,558200.0,3561610.0
train_0670_r3840_c5760,train,3840,5760,0,,0,557560.0,3559050.0,560120.0,3561610.0
train_0671_r3840_c5805,train,3840,5805,0,,0,558010.0,3559050.0,560570.0,3561610.0
train_0672_r4032_c0,train,4032,0,0,,0,499960.0,3557130.0,502520.0,3559690.0
train_0673_r4032_c192,train,4032,192,0,,0,501880.0,3557130.0,504440.0,3559690.0
train_0674_r4032_c384,train,4032,384,0,,0,503800.0,3557130.0,506360.0,3559690.0
train_0675_r4032_c576,train,4032,576,0,,0,505720.0,3557130.0,508280.0,3559690.0
train_0676_r4032_c768,train,4032,768,0,,0,507640.0,3557130.0,510200.0,3559690.0
train_0677_r4032_c960,train,4032,960,0,,0,509560.0,3557130.0,512120.0,3559690.0
train_0678_r4032_c1152,train,4032,1152,2,"193,205",0,511480.0,3557130.0,514040.0,3559690.0
train_0679_r4032_c1344,train,4032,1344,0,,0,513400.0,3557130.0,515960.0,3559690.0
train_0680_r4032_c1536,train,4032,1536,1,949,0,515320.0,3557130.0,517880.0,3559690.0
train_0681_r4032_c1728,train,4032,1728,2,"195,949",0,517240.0,3557130.0,519800.0,3559690.0
train_0682_r4032_c1920,train,4032,1920,4,"195,211,212,221",0,519160.0,3557130.0,521720.0,3559690.0
train_0683_r4032_c2112,train,4032,2112,3,"211,212,221",0,521080.0,3557130.0,523640.0,3559690.0
train_0684_r4032_c2304,train,4032,2304,0,,0,523000.0,3557130.0,525560.0,3559690.0
train_0685_r4032_c2496,train,4032,2496,0,,0,524920.0,3557130.0,527480.0,3559690.0
train_0686_r4032_c2688,train,4032,2688,0,,0,526840.0,3557130.0,529400.0,3559690.0
train_0687_r4032_c2880,train,4032,2880,2,"620,1019",0,528760.0,3557130.0,531320.0,3559690.0
train_0688_r4032_c3072,train,4032,3072,3,"566,567,568",0,530680.0,3557130.0,533240.0,3559690.0
train_0689_r4032_c3264,train,4032,3264,3,"565,569,1020",0,532600.0,3557130.0,535160.0,3559690.0
train_0690_r4032_c3456,train,4032,3456,1,570,0,534520.0,3557130.0,537080.0,3559690.0
train_0691_r4032_c3648,train,4032,3648,0,,0,536440.0,3557130.0,539000.0,3559690.0
train_0692_r4032_c3840,train,4032,3840,0,,0,538360.0,3557130.0,540920.0,3559690.0
train_0693_r4032_c4032,train,4032,4032,2,"604,1079",0,540280.0,3557130.0,542840.0,3559690.0
train_0694_r4032_c4224,train,4032,4224,0,,0,542200.0,3557130.0,544760.0,3559690.0
train_0695_r4032_c4416,train,4032,4416,1,579,0,544120.0,3557130.0,546680.0,3559690.0
train_0696_r4032_c4608,train,4032,4608,1,394,0,546040.0,3557130.0,548600.0,3559690.0
train_0697_r4032_c4800,train,4032,4800,3,"394,831,832",0,547960.0,3557130.0,550520.0,3559690.0
train_0698_r4032_c4992,train,4032,4992,0,,0,549880.0,3557130.0,552440.0,3559690.0
train_0699_r4032_c5184,train,4032,5184,0,,0,551800.0,3557130.0,554360.0,3559690.0
train_0700_r4032_c5376,train,4032,5376,0,,0,553720.0,3557130.0,556280.0,3559690.0
train_0701_r4032_c5568,train,4032,5568,0,,0,555640.0,3557130.0,558200.0,3559690.0
train_0702_r4032_c5760,train,4032,5760,0,,0,557560.0,3557130.0,560120.0,3559690.0
train_0703_r4032_c5805,train,4032,5805,0,,0,558010.0,3557130.0,560570.0,3559690.0
train_0704_r4224_c0,train,4224,0,0,,0,499960.0,3555210.0,502520.0,3557770.0
train_0705_r4224_c192,train,4224,192,0,,0,501880.0,3555210.0,504440.0,3557770.0
train_0706_r4224_c384,train,4224,384,0,,0,503800.0,3555210.0,506360.0,3557770.0
train_0707_r4224_c576,train,4224,576,0,,0,505720.0,3555210.0,508280.0,3557770.0
train_0708_r4224_c768,train,4224,768,0,,0,507640.0,3555210.0,510200.0,3557770.0
train_0709_r4224_c960,train,4224,960,1,204,0,509560.0,3555210.0,512120.0,3557770.0
train_0710_r4224_c1152,train,4224,1152,1,204,0,511480.0,3555210.0,514040.0,3557770.0
train_0711_r4224_c1344,train,4224,1344,0,,0,513400.0,3555210.0,515960.0,3557770.0
train_0712_r4224_c1536,train,4224,1536,0,,0,515320.0,3555210.0,517880.0,3557770.0
train_0713_r4224_c1728,train,4224,1728,1,189,0,517240.0,3555210.0,519800.0,3557770.0
train_0714_r4224_c1920,train,4224,1920,2,"189,221",0,519160.0,3555210.0,521720.0,3557770.0
train_0715_r4224_c2112,train,4224,2112,2,"221,222",0,521080.0,3555210.0,523640.0,3557770.0
train_0716_r4224_c2304,train,4224,2304,0,,0,523000.0,3555210.0,525560.0,3557770.0
train_0717_r4224_c2496,train,4224,2496,1,948,0,524920.0,3555210.0,527480.0,3557770.0
train_0718_r4224_c2688,train,4224,2688,1,1018,0,526840.0,3555210.0,529400.0,3557770.0
train_0719_r4224_c2880,train,4224,2880,0,,0,528760.0,3555210.0,531320.0,3557770.0
train_0720_r4224_c3072,train,4224,3072,1,568,0,530680.0,3555210.0,533240.0,3557770.0
train_0721_r4224_c3264,train,4224,3264,1,625,0,532600.0,3555210.0,535160.0,3557770.0
train_0722_r4224_c3456,train,4224,3456,1,570,0,534520.0,3555210.0,537080.0,3557770.0
train_0723_r4224_c3648,train,4224,3648,1,1076,0,536440.0,3555210.0,539000.0,3557770.0
train_0724_r4224_c3840,train,4224,3840,5,"603,627,1075,1077,1078",0,538360.0,3555210.0,540920.0,3557770.0
train_0725_r4224_c4032,train,4224,4032,3,"603,1075,1079",0,540280.0,3555210.0,542840.0,3557770.0
train_0726_r4224_c4224,train,4224,4224,1,580,0,542200.0,3555210.0,544760.0,3557770.0
train_0727_r4224_c4416,train,4224,4416,3,"579,581,582",0,544120.0,3555210.0,546680.0,3557770.0
train_0728_r4224_c4608,train,4224,4608,1,582,0,546040.0,3555210.0,548600.0,3557770.0
train_0729_r4224_c4800,train,4224,4800,1,829,0,547960.0,3555210.0,550520.0,3557770.0
train_0730_r4224_c4992,train,4224,4992,0,,0,549880.0,3555210.0,552440.0,3557770.0
train_0731_r4224_c5184,train,4224,5184,0,,0,551800.0,3555210.0,554360.0,3557770.0
train_0732_r4224_c5376,train,4224,5376,1,98,0,553720.0,3555210.0,556280.0,3557770.0
train_0733_r4224_c5568,train,4224,5568,0,,0,555640.0,3555210.0,558200.0,3557770.0
train_0734_r4224_c5760,train,4224,5760,0,,0,557560.0,3555210.0,560120.0,3557770.0
train_0735_r4224_c5805,train,4224,5805,0,,0,558010.0,3555210.0,560570.0,3557770.0
train_0736_r4416_c0,train,4416,0,1,883,0,499960.0,3553290.0,502520.0,3555850.0
train_0737_r4416_c192,train,4416,192,0,,0,501880.0,3553290.0,504440.0,3555850.0
train_0738_r4416_c384,train,4416,384,0,,0,503800.0,3553290.0,506360.0,3555850.0
train_0739_r4416_c576,train,4416,576,0,,0,505720.0,3553290.0,508280.0,3555850.0
train_0740_r4416_c768,train,4416,768,0,,0,507640.0,3553290.0,510200.0,3555850.0
train_0741_r4416_c960,train,4416,960,2,"200,201",0,509560.0,3553290.0,512120.0,3555850.0
train_0742_r4416_c1152,train,4416,1152,1,206,0,511480.0,3553290.0,514040.0,3555850.0
train_0743_r4416_c1344,train,4416,1344,0,,0,513400.0,3553290.0,515960.0,3555850.0
train_0744_r4416_c1536,train,4416,1536,0,,0,515320.0,3553290.0,517880.0,3555850.0
train_0745_r4416_c1728,train,4416,1728,0,,0,517240.0,3553290.0,519800.0,3555850.0
train_0746_r4416_c1920,train,4416,1920,1,1242,0,519160.0,3553290.0,521720.0,3555850.0
train_0747_r4416_c2112,train,4416,2112,2,"213,1242",0,521080.0,3553290.0,523640.0,3555850.0
train_0748_r4416_c2304,train,4416,2304,1,213,0,523000.0,3553290.0,525560.0,3555850.0
train_0749_r4416_c2496,train,4416,2496,0,,0,524920.0,3553290.0,527480.0,3555850.0
train_0750_r4416_c2688,train,4416,2688,2,"1017,1018",0,526840.0,3553290.0,529400.0,3555850.0
train_0751_r4416_c2880,train,4416,2880,1,1017,0,528760.0,3553290.0,531320.0,3555850.0
train_0752_r4416_c3072,train,4416,3072,0,,0,530680.0,3553290.0,533240.0,3555850.0
train_0753_r4416_c3264,train,4416,3264,0,,0,532600.0,3553290.0,535160.0,3555850.0
train_0754_r4416_c3456,train,4416,3456,0,,0,534520.0,3553290.0,537080.0,3555850.0
train_0755_r4416_c3648,train,4416,3648,1,1076,0,536440.0,3553290.0,539000.0,3555850.0
train_0756_r4416_c3840,train,4416,3840,4,"578,627,1075,1077",0,538360.0,3553290.0,540920.0,3555850.0
train_0757_r4416_c4032,train,4416,4032,2,"628,1075",0,540280.0,3553290.0,542840.0,3555850.0
train_0758_r4416_c4224,train,4416,4224,1,1074,0,542200.0,3553290.0,544760.0,3555850.0
train_0759_r4416_c4416,train,4416,4416,0,,0,544120.0,3553290.0,546680.0,3555850.0
train_0760_r4416_c4608,train,4416,4608,2,"97,606",0,546040.0,3553290.0,548600.0,3555850.0
train_0761_r4416_c4800,train,4416,4800,2,"97,839",0,547960.0,3553290.0,550520.0,3555850.0
train_0762_r4416_c4992,train,4416,4992,2,"839,1138",0,549880.0,3553290.0,552440.0,3555850.0
train_0763_r4416_c5184,train,4416,5184,1,1138,0,551800.0,3553290.0,554360.0,3555850.0
train_0764_r4416_c5376,train,4416,5376,1,98,0,553720.0,3553290.0,556280.0,3555850.0
train_0765_r4416_c5568,train,4416,5568,1,819,0,555640.0,3553290.0,558200.0,3555850.0
train_0766_r4416_c5760,train,4416,5760,0,,0,557560.0,3553290.0,560120.0,3555850.0
train_0767_r4416_c5805,train,4416,5805,0,,0,558010.0,3553290.0,560570.0,3555850.0
train_0768_r4608_c0,train,4608,0,1,883,0,499960.0,3551370.0,502520.0,3553930.0
train_0769_r4608_c192,train,4608,192,0,,0,501880.0,3551370.0,504440.0,3553930.0
train_0770_r4608_c384,train,4608,384,0,,0,503800.0,3551370.0,506360.0,3553930.0
train_0771_r4608_c576,train,4608,576,0,,0,505720.0,3551370.0,508280.0,3553930.0
train_0772_r4608_c768,train,4608,768,0,,0,507640.0,3551370.0,510200.0,3553930.0
train_0773_r4608_c960,train,4608,960,2,"203,882",0,509560.0,3551370.0,512120.0,3553930.0
train_0774_r4608_c1152,train,4608,1152,1,203,0,511480.0,3551370.0,514040.0,3553930.0
train_0775_r4608_c1344,train,4608,1344,0,,0,513400.0,3551370.0,515960.0,3553930.0
train_0776_r4608_c1536,train,4608,1536,0,,0,515320.0,3551370.0,517880.0,3553930.0
train_0777_r4608_c1728,train,4608,1728,0,,0,517240.0,3551370.0,519800.0,3553930.0
train_0778_r4608_c1920,train,4608,1920,1,196,0,519160.0,3551370.0,521720.0,3553930.0
train_0779_r4608_c2112,train,4608,2112,1,196,0,521080.0,3551370.0,523640.0,3553930.0
train_0780_r4608_c2304,train,4608,2304,1,592,0,523000.0,3551370.0,525560.0,3553930.0
train_0781_r4608_c2496,train,4608,2496,2,"591,592",0,524920.0,3551370.0,527480.0,3553930.0
train_0782_r4608_c2688,train,4608,2688,0,,0,526840.0,3551370.0,529400.0,3553930.0
train_0783_r4608_c2880,train,4608,2880,0,,0,528760.0,3551370.0,531320.0,3553930.0
train_0784_r4608_c3072,train,4608,3072,1,631,0,530680.0,3551370.0,533240.0,3553930.0
train_0785_r4608_c3264,train,4608,3264,0,,0,532600.0,3551370.0,535160.0,3553930.0
train_0786_r4608_c3456,train,4608,3456,0,,0,534520.0,3551370.0,537080.0,3553930.0
train_0787_r4608_c3648,train,4608,3648,2,"1070,1073",0,536440.0,3551370.0,539000.0,3553930.0
train_0788_r4608_c3840,train,4608,3840,0,,0,538360.0,3551370.0,540920.0,3553930.0
train_0789_r4608_c4032,train,4608,4032,2,"629,1072",0,540280.0,3551370.0,542840.0,3553930.0
train_0790_r4608_c4224,train,4608,4224,2,"1071,1072",0,542200.0,3551370.0,544760.0,3553930.0
train_0791_r4608_c4416,train,4608,4416,0,,0,544120.0,3551370.0,546680.0,3553930.0
train_0792_r4608_c4608,train,4608,4608,0,,0,546040.0,3551370.0,548600.0,3553930.0
train_0793_r4608_c4800,train,4608,4800,0,,0,547960.0,3551370.0,550520.0,3553930.0
train_0794_r4608_c4992,train,4608,4992,0,,0,549880.0,3551370.0,552440.0,3553930.0
train_0795_r4608_c5184,train,4608,5184,2,"557,840",0,551800.0,3551370.0,554360.0,3553930.0
train_0796_r4608_c5376,train,4608,5376,1,840,0,553720.0,3551370.0,556280.0,3553930.0
train_0797_r4608_c5568,train,4608,5568,0,,0,555640.0,3551370.0,558200.0,3553930.0
train_0798_r4608_c5760,train,4608,5760,2,"841,844",0,557560.0,3551370.0,560120.0,3553930.0
train_0799_r4608_c5805,train,4608,5805,2,"841,844",0,558010.0,3551370.0,560570.0,3553930.0
train_0800_r4800_c0,train,4800,0,0,,0,499960.0,3549450.0,502520.0,3552010.0
train_0801_r4800_c192,train,4800,192,0,,0,501880.0,3549450.0,504440.0,3552010.0
train_0802_r4800_c384,train,4800,384,0,,0,503800.0,3549450.0,506360.0,3552010.0
train_0803_r4800_c576,train,4800,576,0,,0,505720.0,3549450.0,508280.0,3552010.0
train_0804_r4800_c768,train,4800,768,1,197,0,507640.0,3549450.0,510200.0,3552010.0
train_0805_r4800_c960,train,4800,960,2,"202,881",0,509560.0,3549450.0,512120.0,3552010.0
train_0806_r4800_c1152,train,4800,1152,1,202,0,511480.0,3549450.0,514040.0,3552010.0
train_0807_r4800_c1344,train,4800,1344,0,,0,513400.0,3549450.0,515960.0,3552010.0
train_0808_r4800_c1536,train,4800,1536,0,,0,515320.0,3549450.0,517880.0,3552010.0
train_0809_r4800_c1728,train,4800,1728,0,,0,517240.0,3549450.0,519800.0,3552010.0
train_0810_r4800_c1920,train,4800,1920,0,,0,519160.0,3549450.0,521720.0,3552010.0
train_0811_r4800_c2112,train,4800,2112,0,,0,521080.0,3549450.0,523640.0,3552010.0
train_0812_r4800_c2304,train,4800,2304,1,619,0,523000.0,3549450.0,525560.0,3552010.0
train_0813_r4800_c2496,train,4800,2496,5,"590,591,593,621,634",0,524920.0,3549450.0,527480.0,3552010.0
train_0814_r4800_c2688,train,4800,2688,1,621,0,526840.0,3549450.0,529400.0,3552010.0
train_0815_r4800_c2880,train,4800,2880,0,,0,528760.0,3549450.0,531320.0,3552010.0
train_0816_r4800_c3072,train,4800,3072,1,631,0,530680.0,3549450.0,533240.0,3552010.0
train_0817_r4800_c3264,train,4800,3264,2,"571,572",0,532600.0,3549450.0,535160.0,3552010.0
train_0818_r4800_c3456,train,4800,3456,2,"573,626",0,534520.0,3549450.0,537080.0,3552010.0
train_0819_r4800_c3648,train,4800,3648,1,1070,0,536440.0,3549450.0,539000.0,3552010.0
train_0820_r4800_c3840,train,4800,3840,1,595,0,538360.0,3549450.0,540920.0,3552010.0
train_0821_r4800_c4032,train,4800,4032,2,"599,1072",0,540280.0,3549450.0,542840.0,3552010.0
train_0822_r4800_c4224,train,4800,4224,4,"1068,1069,1071,1072",0,542200.0,3549450.0,544760.0,3552010.0
train_0823_r4800_c4416,train,4800,4416,2,"605,1068",0,544120.0,3549450.0,546680.0,3552010.0
